"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v
Census Regions,South Atlantic,2019,19,174,6,15,0,0,5,2,0
Census Regions,East South Central,2019,19,8,0,0,0,0,0,0,0
Census Regions,West South Central,2019,19,43,1,0,0,3,1,1,0
Census Regions,Mountain,2019,19,82,5,35,0,0,3,2,0
Census Regions,Pacific,2019,19,249,9,19,13,18,18,4,0
Census Regions,New England,2019,20,15,0,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,20,83,5,18,0,0,1,0,0
Census Regions,East North Central,2019,20,96,1,6,0,2,3,1,0
Census Regions,West North Central,2019,20,44,1,4,0,0,3,2,0
Census Regions,South Atlantic,2019,20,169,8,10,0,0,15,2,0
Census Regions,East South Central,2019,20,12,0,0,0,0,0,0,0
Census Regions,West South Central,2019,20,50,2,3,0,5,3,0,0
Census Regions,Mountain,2019,20,77,10,25,1,1,3,1,0
Census Regions,Pacific,2019,20,257,16,15,2,3,12,1,0
Census Regions,New England,2019,21,14,0,2,0,0,1,0,0
Census Regions,Mid-Atlantic,2019,21,42,3,14,0,0,0,0,0
Census Regions,East North Central,2019,21,60,1,3,0,0,0,0,0
Census Regions,West North Central,2019,21,32,1,1,0,0,1,0,0
Census Regions,South Atlantic,2019,21,103,4,8,0,0,7,1,0
Census Regions,East South Central,2019,21,7,0,0,1,0,0,0,0
Census Regions,West South Central,2019,21,50,6,5,1,0,1,0,0
Census Regions,Mountain,2019,21,65,6,20,0,0,3,2,0
Census Regions,Pacific,2019,21,180,8,14,2,3,14,0,0
Census Regions,New England,2019,22,7,0,0,0,0,0,1,0
Census Regions,Mid-Atlantic,2019,22,44,7,14,0,0,0,0,0
Census Regions,East North Central,2019,22,45,1,3,0,0,1,1,0
Census Regions,West North Central,2019,22,34,0,1,0,0,2,0,0
Census Regions,South Atlantic,2019,22,106,1,4,0,0,6,1,0
Census Regions,East South Central,2019,22,4,0,1,0,0,0,0,0
Census Regions,West South Central,2019,22,21,0,1,0,5,0,0,0
Census Regions,Mountain,2019,22,63,3,12,1,1,3,4,0
Census Regions,Pacific,2019,22,247,11,19,3,14,13,4,0
Census Regions,New England,2019,23,9,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,23,54,4,23,0,0,0,0,0
Census Regions,East North Central,2019,23,48,1,4,0,0,5,0,0
Census Regions,West North Central,2019,23,31,0,0,2,0,7,0,0
Census Regions,South Atlantic,2019,23,74,5,1,0,0,6,0,0
Census Regions,East South Central,2019,23,4,0,0,0,0,0,0,0
Census Regions,West South Central,2019,23,27,0,1,1,0,1,0,0
Census Regions,Mountain,2019,23,47,2,12,1,0,2,0,0
Census Regions,Pacific,2019,23,208,13,13,0,19,11,1,0
Census Regions,New England,2019,24,13,1,0,1,0,0,0,0
Census Regions,Mid-Atlantic,2019,24,46,2,21,1,1,0,0,0
Census Regions,East North Central,2019,24,60,2,5,0,0,1,0,0
Census Regions,West North Central,2019,24,24,1,0,2,0,0,0,0
Census Regions,South Atlantic,2019,24,65,3,3,1,0,4,0,0
Census Regions,East South Central,2019,24,5,0,1,0,0,0,0,0
Census Regions,West South Central,2019,24,37,4,2,0,1,1,0,0
Census Regions,Mountain,2019,24,22,0,7,0,0,1,1,0
Census Regions,Pacific,2019,24,166,8,18,2,4,12,1,0
Census Regions,New England,2019,25,5,1,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,25,48,4,21,0,0,0,0,0
Census Regions,East North Central,2019,25,45,0,5,0,0,0,0,0
Census Regions,West North Central,2019,25,20,0,1,1,0,0,0,0
Census Regions,South Atlantic,2019,25,53,1,2,0,0,1,0,0
Census Regions,East South Central,2019,25,3,0,0,0,0,0,0,0
Census Regions,West South Central,2019,25,28,0,0,0,0,0,0,0
Census Regions,Mountain,2019,25,27,2,2,0,0,1,0,0
Census Regions,Pacific,2019,25,165,11,21,1,9,11,0,0
Census Regions,New England,2019,26,7,0,0,0,0,1,0,0
Census Regions,Mid-Atlantic,2019,26,44,3,17,0,0,0,1,0
Census Regions,East North Central,2019,26,35,2,4,0,0,3,1,0
Census Regions,West North Central,2019,26,23,0,2,0,1,0,0,0
Census Regions,South Atlantic,2019,26,56,3,5,0,0,0,0,0
Census Regions,East South Central,2019,26,3,0,0,0,0,0,0,0
Census Regions,West South Central,2019,26,26,0,0,0,2,1,0,0
Census Regions,Mountain,2019,26,22,2,4,1,0,2,0,0
Census Regions,Pacific,2019,26,171,11,16,1,1,5,1,0
Census Regions,New England,2019,27,3,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,27,34,6,16,0,0,0,0,0
Census Regions,East North Central,2019,27,57,13,9,0,0,0,0,0
Census Regions,West North Central,2019,27,21,1,1,1,0,1,0,0
Census Regions,South Atlantic,2019,27,69,6,2,0,0,1,0,0
Census Regions,East South Central,2019,27,4,0,1,0,0,0,0,0
Census Regions,West South Central,2019,27,15,0,0,0,0,0,0,0
Census Regions,Mountain,2019,27,16,0,3,0,0,0,0,0
Census Regions,Pacific,2019,27,144,3,9,2,3,11,1,0
Census Regions,New England,2019,28,8,0,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,28,43,0,10,0,2,0,0,0
Census Regions,East North Central,2019,28,34,1,3,0,0,0,0,0
Census Regions,West North Central,2019,28,14,0,3,0,0,0,0,0
Census Regions,South Atlantic,2019,28,78,1,2,0,0,0,0,0
Census Regions,East South Central,2019,28,2,0,0,0,0,0,0,0
Census Regions,West South Central,2019,28,44,0,6,0,0,0,0,0
Census Regions,Mountain,2019,28,31,3,2,0,0,0,0,0
Census Regions,Pacific,2019,28,147,5,15,1,0,9,1,0
Census Regions,New England,2019,29,3,0,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,29,37,2,17,0,0,0,0,0
Census Regions,East North Central,2019,29,26,1,4,0,0,1,0,0
Census Regions,West North Central,2019,29,28,2,2,0,0,2,0,0
Census Regions,South Atlantic,2019,29,63,3,2,0,0,1,0,0
Census Regions,East South Central,2019,29,7,0,2,0,0,0,0,0
Census Regions,West South Central,2019,29,23,0,3,0,0,0,0,0
Census Regions,Mountain,2019,29,28,0,6,0,0,0,0,0
Census Regions,Pacific,2019,29,108,4,18,4,1,6,0,0
Census Regions,New England,2019,30,3,1,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,30,34,5,9,0,0,0,0,0
Census Regions,East North Central,2019,30,21,1,3,0,0,0,0,0
Census Regions,West North Central,2019,30,19,1,2,0,0,0,0,0
Census Regions,South Atlantic,2019,30,85,5,1,0,0,2,0,0
Census Regions,East South Central,2019,30,3,1,0,0,0,0,0,0
Census Regions,West South Central,2019,30,24,2,2,0,0,0,0,0
Census Regions,Mountain,2019,30,17,2,1,0,0,1,0,0
Census Regions,Pacific,2019,30,90,1,10,2,3,8,0,0
Census Regions,New England,2019,31,4,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,31,37,3,15,0,0,0,0,0
Census Regions,East North Central,2019,31,37,1,1,0,0,0,0,0
Census Regions,West North Central,2019,31,19,1,0,0,0,0,0,0
Census Regions,South Atlantic,2019,31,70,3,4,0,0,1,1,0
Census Regions,East South Central,2019,31,5,0,0,0,0,0,0,0
Census Regions,West South Central,2019,31,26,2,3,0,0,1,0,0
Census Regions,Mountain,2019,31,13,1,1,0,0,1,0,0
Census Regions,Pacific,2019,31,125,3,6,2,1,7,1,0
Census Regions,New England,2019,32,1,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,32,35,4,16,0,0,0,0,0
Census Regions,East North Central,2019,32,29,0,3,0,0,0,0,0
Census Regions,West North Central,2019,32,14,0,3,0,0,0,0,0
Census Regions,South Atlantic,2019,32,70,1,0,0,0,2,0,0
Census Regions,East South Central,2019,32,5,0,0,0,0,0,0,0
Census Regions,West South Central,2019,32,22,1,0,0,0,5,0,0
Census Regions,Mountain,2019,32,17,1,1,0,0,0,0,0
Census Regions,Pacific,2019,32,102,0,10,0,1,9,0,0
Census Regions,New England,2019,33,3,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,33,37,7,13,0,0,0,0,0
Census Regions,East North Central,2019,33,31,1,1,0,0,2,0,0
Census Regions,West North Central,2019,33,17,1,1,0,0,0,0,0
Census Regions,South Atlantic,2019,33,79,4,8,0,0,3,0,0
Census Regions,East South Central,2019,33,5,0,0,0,0,0,0,0
Census Regions,West South Central,2019,33,43,3,1,0,0,16,0,0
Census Regions,Mountain,2019,33,19,2,2,0,0,2,0,0
Census Regions,Pacific,2019,33,110,2,8,3,0,15,0,0
Census Regions,New England,2019,34,5,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,34,47,6,12,0,1,0,0,0
Census Regions,East North Central,2019,34,36,1,4,0,0,3,0,0
Census Regions,West North Central,2019,34,34,2,2,0,0,0,0,0
Census Regions,South Atlantic,2019,34,55,2,2,0,0,5,0,0
Census Regions,East South Central,2019,34,6,0,0,0,0,0,0,0
Census Regions,West South Central,2019,34,38,5,0,0,1,11,0,0
Census Regions,Mountain,2019,34,20,1,2,0,0,3,0,0
Census Regions,Pacific,2019,34,115,2,16,1,0,10,0,0
Census Regions,New England,2019,35,9,1,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,35,53,2,6,1,0,0,0,0
Census Regions,East North Central,2019,35,25,1,6,0,0,2,0,0
Census Regions,West North Central,2019,35,32,1,2,2,0,0,0,0
Census Regions,South Atlantic,2019,35,77,3,5,0,0,4,0,0
Census Regions,East South Central,2019,35,2,0,0,0,0,0,0,0
Census Regions,West South Central,2019,35,46,1,1,0,1,16,0,0
Census Regions,Mountain,2019,35,19,2,1,0,0,0,0,0
Census Regions,Pacific,2019,35,108,3,12,1,5,7,0,0
Census Regions,New England,2019,36,4,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,36,44,0,9,1,0,0,0,0
Census Regions,East North Central,2019,36,44,0,8,0,0,3,0,0
Census Regions,West North Central,2019,36,32,5,2,0,0,0,0,0
Census Regions,South Atlantic,2019,36,74,2,9,0,0,5,1,0
Census Regions,East South Central,2019,36,11,0,3,0,0,0,0,0
Census Regions,West South Central,2019,36,57,5,0,0,1,14,0,0
Census Regions,Mountain,2019,36,21,1,3,0,0,0,0,0
Census Regions,Pacific,2019,36,166,3,20,8,0,7,0,0
Census Regions,New England,2019,37,7,2,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,37,43,1,7,0,2,0,0,0
Census Regions,East North Central,2019,37,78,1,10,0,0,7,0,0
Census Regions,West North Central,2019,37,50,1,0,0,0,1,0,0
Census Regions,South Atlantic,2019,37,125,3,18,0,0,10,2,0
Census Regions,East South Central,2019,37,16,0,0,0,0,4,0,0
Census Regions,West South Central,2019,37,69,1,0,1,0,16,0,0
Census Regions,Mountain,2019,37,46,0,10,0,0,0,0,0
Census Regions,Pacific,2019,37,161,3,23,13,0,6,0,0
Census Regions,New England,2019,38,16,2,2,0,0,1,0,0
Census Regions,Mid-Atlantic,2019,38,45,0,6,0,3,0,0,0
Census Regions,East North Central,2019,38,128,4,9,0,0,3,0,0
Census Regions,West North Central,2019,38,78,0,4,0,0,1,0,0
Census Regions,South Atlantic,2019,38,128,3,14,1,0,10,0,0
Census Regions,East South Central,2019,38,28,0,0,0,0,7,0,0
Census Regions,West South Central,2019,38,121,14,0,2,1,13,0,0
Census Regions,Mountain,2019,38,51,2,12,0,0,2,0,0
Census Regions,Pacific,2019,38,175,2,12,7,1,9,0,0
Census Regions,New England,2019,39,13,0,5,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,39,58,1,13,1,1,0,0,0
Census Regions,East North Central,2019,39,115,3,10,1,0,2,0,0
Census Regions,West North Central,2019,39,56,2,4,0,0,0,0,0
Census Regions,South Atlantic,2019,39,175,7,5,0,2,11,0,0
Census Regions,East South Central,2019,39,30,0,0,0,0,10,0,0
Census Regions,West South Central,2019,39,87,3,0,0,0,12,0,0
Census Regions,Mountain,2019,39,55,0,9,0,0,1,0,0
Census Regions,Pacific,2019,39,209,2,14,16,4,13,0,0
Census Regions,New England,2019,40,26,0,6,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,40,64,0,5,0,2,1,0,0
Census Regions,East North Central,2019,40,153,0,7,0,0,3,0,0
Census Regions,West North Central,2019,40,77,3,5,0,0,0,0,0
Census Regions,South Atlantic,2019,40,246,12,4,1,0,20,1,0
Census Regions,East South Central,2019,40,34,0,0,0,0,4,0,0
Census Regions,West South Central,2019,40,91,0,1,0,3,12,0,0
Census Regions,Mountain,2019,40,76,2,8,0,0,4,0,0
Census Regions,Pacific,2019,40,220,8,21,20,2,12,0,0
Census Regions,New England,2019,41,18,1,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,41,72,0,13,0,0,0,0,0
Census Regions,East North Central,2019,41,181,0,5,1,0,2,0,0
Census Regions,West North Central,2019,41,100,3,4,1,0,0,0,0
Census Regions,South Atlantic,2019,41,236,11,8,0,0,19,2,0
Census Regions,East South Central,2019,41,49,3,3,0,0,10,0,0
Census Regions,West South Central,2019,41,94,2,0,0,3,18,0,0
Census Regions,Mountain,2019,41,79,5,8,0,0,5,0,0
Census Regions,Pacific,2019,41,272,8,23,20,4,17,0,0
Census Regions,New England,2019,42,33,1,2,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,42,57,0,13,0,1,0,0,0
Census Regions,East North Central,2019,42,181,0,5,0,6,6,0,0
Census Regions,West North Central,2019,42,93,2,7,0,0,3,0,0
Census Regions,South Atlantic,2019,42,328,9,12,0,1,22,2,0
Census Regions,East South Central,2019,42,70,3,3,0,1,1,0,0
Census Regions,West South Central,2019,42,96,2,1,0,1,16,0,0
Census Regions,Mountain,2019,42,97,7,23,0,1,7,1,0
Census Regions,Pacific,2019,42,301,12,16,24,2,22,0,0
Census Regions,New England,2019,43,30,0,1,0,0,2,0,0
Census Regions,Mid-Atlantic,2019,43,92,1,10,0,3,0,1,0
Census Regions,East North Central,2019,43,179,5,4,1,5,3,0,0
Census Regions,West North Central,2019,43,132,6,6,0,0,4,0,0
Census Regions,South Atlantic,2019,43,383,7,5,0,1,35,2,0
Census Regions,East South Central,2019,43,56,2,2,0,2,14,0,0
Census Regions,West South Central,2019,43,104,1,4,0,3,14,0,0
Census Regions,Mountain,2019,43,117,5,26,0,2,7,1,0
Census Regions,Pacific,2019,43,400,26,20,47,4,17,1,0
Census Regions,New England,2019,44,52,1,5,0,0,0,0,0
Census Regions,Mid-Atlantic,2019,44,94,1,9,0,1,0,0,0
Census Regions,East North Central,2019,44,208,5,4,1,15,9,2,0
Census Regions,West North Central,2019,44,118,6,0,0,0,3,0,0
Census Regions,South Atlantic,2019,44,384,7,9,0,8,34,3,0
Census Regions,East South Central,2019,44,70,2,2,0,0,2,0,0
Census Regions,West South Central,2019,44,121,3,0,1,5,16,0,0
Census Regions,Mountain,2019,44,136,7,18,0,3,28,0,0
Census Regions,Pacific,2019,44,412,20,14,81,7,28,0,0
Census Regions,New England,2019,45,62,1,0,0,0,4,0,0
Census Regions,Mid-Atlantic,2019,45,152,4,7,0,1,2,0,0
Census Regions,East North Central,2019,45,236,1,1,0,25,9,1,0
Census Regions,West North Central,2019,45,145,20,1,3,0,11,2,0
Census Regions,South Atlantic,2019,45,495,20,4,2,4,54,3,0
Census Regions,East South Central,2019,45,84,5,0,0,2,12,1,0
Census Regions,West South Central,2019,45,145,3,12,0,3,18,0,0
Census Regions,Mountain,2019,45,243,10,26,0,23,65,0,0
Census Regions,Pacific,2019,45,787,58,23,200,16,61,3,0
Census Regions,New England,2019,46,39,1,0,0,0,1,0,0
Census Regions,Mid-Atlantic,2019,46,133,7,1,0,7,6,0,0
Census Regions,East North Central,2019,46,222,14,7,1,7,16,0,0
Census Regions,West North Central,2019,46,164,17,3,0,1,29,3,0
Census Regions,South Atlantic,2019,46,427,28,7,0,7,74,1,0
Census Regions,East South Central,2019,46,95,5,2,0,0,17,1,0
Census Regions,West South Central,2019,46,151,12,3,1,7,31,0,0
Census Regions,Mountain,2019,46,269,17,21,0,34,84,0,0
Census Regions,Pacific,2019,46,708,48,14,144,26,72,5,0
Census Regions,New England,2019,47,64,10,3,0,1,5,0,0
Census Regions,Mid-Atlantic,2019,47,133,13,5,0,6,6,0,0
Census Regions,East North Central,2019,47,277,31,4,0,8,28,3,0
Census Regions,West North Central,2019,47,220,25,3,2,3,26,2,0
Census Regions,South Atlantic,2019,47,534,30,17,1,18,103,0,0
Census Regions,East South Central,2019,47,142,6,0,0,2,43,0,0
Census Regions,West South Central,2019,47,242,15,14,2,12,44,0,0
Census Regions,Mountain,2019,47,364,35,13,0,52,98,2,0
Census Regions,Pacific,2019,47,834,93,19,168,71,71,3,0
Census Regions,New England,2019,48,65,18,5,0,0,6,0,0
Census Regions,Mid-Atlantic,2019,48,95,21,11,0,10,7,0,0
Census Regions,East North Central,2019,48,291,42,4,3,8,61,2,0
Census Regions,West North Central,2019,48,192,34,9,0,1,46,0,0
Census Regions,South Atlantic,2019,48,539,71,17,2,19,126,1,0
Census Regions,East South Central,2019,48,86,10,0,1,3,24,0,0
Census Regions,West South Central,2019,48,156,29,3,1,11,44,0,0
Census Regions,Mountain,2019,48,280,43,17,0,19,121,5,0
Census Regions,Pacific,2019,48,659,102,17,85,70,66,2,0
Census Regions,New England,2019,49,105,33,8,0,0,11,0,0
Census Regions,Mid-Atlantic,2019,49,158,22,14,0,25,7,1,0
Census Regions,East North Central,2019,49,359,42,8,1,15,65,1,0
Census Regions,West North Central,2019,49,296,36,4,0,4,71,2,0
Census Regions,South Atlantic,2019,49,696,113,11,0,19,154,2,0
Census Regions,East South Central,2019,49,133,19,1,0,1,23,1,0
Census Regions,West South Central,2019,49,238,26,3,0,15,46,0,0
Census Regions,Mountain,2019,49,400,63,21,0,24,150,2,0
Census Regions,Pacific,2019,49,879,159,14,85,93,130,5,0
Census Regions,New England,2019,50,126,44,10,0,1,24,2,0
Census Regions,Mid-Atlantic,2019,50,181,34,9,0,35,19,1,0
Census Regions,East North Central,2019,50,401,49,8,0,11,59,0,0
Census Regions,West North Central,2019,50,294,45,5,0,1,98,3,0
Census Regions,South Atlantic,2019,50,893,162,16,3,43,253,4,0
Census Regions,East South Central,2019,50,105,20,2,0,0,24,0,0
Census Regions,West South Central,2019,50,236,37,3,1,20,35,0,0
Census Regions,Mountain,2019,50,429,64,10,1,23,165,1,0
Census Regions,Pacific,2019,50,838,164,15,36,177,130,4,0
Census Regions,New England,2019,51,151,59,5,0,2,34,2,0
Census Regions,Mid-Atlantic,2019,51,208,50,5,1,37,25,3,0
Census Regions,East North Central,2019,51,366,59,2,4,23,61,1,0
Census Regions,West North Central,2019,51,447,125,4,4,5,149,4,0
Census Regions,South Atlantic,2019,51,1042,246,10,3,43,319,4,0
Census Regions,East South Central,2019,51,122,26,1,0,0,38,0,0
Census Regions,West South Central,2019,51,237,38,0,0,18,44,0,0
Census Regions,Mountain,2019,51,537,97,9,1,22,264,0,0
Census Regions,Pacific,2019,51,879,210,14,38,122,159,2,0
Census Regions,New England,2019,52,160,61,5,0,0,53,0,0
Census Regions,Mid-Atlantic,2019,52,178,58,8,0,22,27,11,0
Census Regions,East North Central,2019,52,414,136,8,4,31,85,1,0
Census Regions,West North Central,2019,52,499,109,4,3,6,226,6,0
Census Regions,South Atlantic,2019,52,1059,330,25,3,23,385,4,0
Census Regions,East South Central,2019,52,93,35,2,0,0,21,0,0
Census Regions,West South Central,2019,52,177,51,1,0,31,21,0,0
Census Regions,Mountain,2019,52,591,139,11,0,11,298,0,0
Census Regions,Pacific,2019,52,990,284,22,15,202,193,2,0
Census Regions,New England,2020,1,195,74,11,3,0,51,2,0
Census Regions,Mid-Atlantic,2020,1,210,53,10,2,28,28,7,0
Census Regions,East North Central,2020,1,439,115,4,4,25,111,1,0
Census Regions,West North Central,2020,1,474,91,5,2,10,201,3,0
Census Regions,South Atlantic,2020,1,1141,374,31,2,18,349,2,0
Census Regions,East South Central,2020,1,130,43,5,0,0,23,0,0
Census Regions,West South Central,2020,1,142,24,1,0,22,15,0,0
Census Regions,Mountain,2020,1,545,153,6,1,10,270,4,0
Census Regions,Pacific,2020,1,897,298,28,29,87,203,3,0
Census Regions,New England,2020,2,211,67,12,1,0,59,2,0
Census Regions,Mid-Atlantic,2020,2,213,62,8,1,37,23,0,0
Census Regions,East North Central,2020,2,395,73,3,7,23,65,1,0
Census Regions,West North Central,2020,2,335,74,5,0,12,121,1,0
Census Regions,South Atlantic,2020,2,1098,367,18,2,23,314,5,0
Census Regions,East South Central,2020,2,177,39,2,0,0,32,1,0
Census Regions,West South Central,2020,2,234,55,4,2,35,27,0,0
Census Regions,Mountain,2020,2,502,135,9,2,27,181,7,0
Census Regions,Pacific,2020,2,1008,344,24,17,49,222,1,0
Census Regions,New England,2020,3,209,69,6,0,4,50,2,0
Census Regions,Mid-Atlantic,2020,3,218,44,11,0,32,32,1,0
Census Regions,East North Central,2020,3,499,87,1,8,30,103,0,0
Census Regions,West North Central,2020,3,467,103,5,5,26,171,2,0
Census Regions,South Atlantic,2020,3,1291,533,13,6,20,337,5,0
Census Regions,East South Central,2020,3,169,49,1,0,0,25,0,0
Census Regions,West South Central,2020,3,304,86,0,7,28,30,0,0
Census Regions,Mountain,2020,3,588,178,6,3,24,183,1,0
Census Regions,Pacific,2020,3,1005,395,25,23,88,237,1,0
Census Regions,New England,2020,4,278,89,11,0,3,106,2,0
Census Regions,Mid-Atlantic,2020,4,287,91,8,2,62,16,1,0
Census Regions,East North Central,2020,4,669,152,1,9,31,169,0,0
Census Regions,West North Central,2020,4,577,146,9,2,29,177,1,0
Census Regions,South Atlantic,2020,4,1191,517,25,2,17,287,1,0
Census Regions,East South Central,2020,4,187,65,0,0,1,34,0,0
Census Regions,West South Central,2020,4,324,111,3,1,30,35,0,0
Census Regions,Mountain,2020,4,630,239,5,4,28,173,1,0
Census Regions,Pacific,2020,4,861,353,17,15,55,143,2,0
Census Regions,New England,2020,5,282,85,10,0,3,102,3,0
Census Regions,Mid-Atlantic,2020,5,437,151,10,0,81,35,0,0
Census Regions,East North Central,2020,5,845,191,8,6,48,152,0,0
Census Regions,West North Central,2020,5,552,165,10,4,11,158,0,0
Census Regions,South Atlantic,2020,5,1568,805,21,4,34,224,2,0
Census Regions,East South Central,2020,5,273,96,2,0,1,27,0,0
Census Regions,West South Central,2020,5,359,114,1,1,29,39,0,0
Census Regions,Mountain,2020,5,692,272,7,3,33,154,0,0
Census Regions,Pacific,2020,5,1080,460,22,29,70,174,3,0
Census Regions,New England,2020,6,234,90,11,0,5,56,1,0
Census Regions,Mid-Atlantic,2020,6,328,121,20,1,67,14,0,0
Census Regions,East North Central,2020,6,878,239,15,13,75,178,0,0
Census Regions,West North Central,2020,6,560,227,6,12,20,105,0,0
Census Regions,South Atlantic,2020,6,1268,695,9,4,32,172,3,0
Census Regions,East South Central,2020,6,241,88,0,0,0,34,0,0
Census Regions,West South Central,2020,6,388,124,10,2,24,23,0,0
Census Regions,Mountain,2020,6,603,259,4,3,28,125,0,0
Census Regions,Pacific,2020,6,981,438,16,18,49,140,1,0
Census Regions,New England,2020,7,218,95,8,1,3,49,1,0
Census Regions,Mid-Atlantic,2020,7,297,77,18,0,69,20,2,0
Census Regions,East North Central,2020,7,722,196,8,27,53,131,0,0
Census Regions,West North Central,2020,7,523,218,6,3,31,89,2,0
Census Regions,South Atlantic,2020,7,1128,584,7,4,31,149,4,0
Census Regions,East South Central,2020,7,188,58,2,0,0,30,0,0
Census Regions,West South Central,2020,7,312,87,2,1,26,9,0,0
Census Regions,Mountain,2020,7,564,287,2,2,29,83,1,0
Census Regions,Pacific,2020,7,791,325,5,66,40,98,0,0
Census Regions,New England,2020,8,231,97,20,0,4,53,0,0
Census Regions,Mid-Atlantic,2020,8,192,68,9,1,35,13,1,0
Census Regions,East North Central,2020,8,820,201,18,59,40,131,0,0
Census Regions,West North Central,2020,8,652,323,4,10,24,101,2,0
Census Regions,South Atlantic,2020,8,849,377,10,5,15,78,4,0
Census Regions,East South Central,2020,8,161,44,1,0,0,18,0,0
Census Regions,West South Central,2020,8,270,94,1,1,17,14,0,0
Census Regions,Mountain,2020,8,502,259,5,3,19,75,0,0
Census Regions,Pacific,2020,8,653,267,7,41,24,70,1,0
Census Regions,New England,2020,9,222,78,17,0,1,36,1,0
Census Regions,Mid-Atlantic,2020,9,163,51,7,1,14,5,0,0
Census Regions,East North Central,2020,9,731,262,12,13,36,109,2,0
Census Regions,West North Central,2020,9,535,281,3,5,17,65,2,0
Census Regions,South Atlantic,2020,9,718,305,8,5,29,70,2,0
Census Regions,East South Central,2020,9,184,68,1,0,0,22,0,0
Census Regions,West South Central,2020,9,303,95,0,2,24,8,0,0
Census Regions,Mountain,2020,9,445,244,2,1,8,64,0,0
Census Regions,Pacific,2020,9,525,200,8,19,13,57,1,0
Census Regions,New England,2020,10,180,32,15,2,2,20,0,0
Census Regions,Mid-Atlantic,2020,10,260,63,4,4,16,4,0,0
Census Regions,East North Central,2020,10,601,235,12,3,46,65,0,0
Census Regions,West North Central,2020,10,507,256,4,23,9,46,0,0
Census Regions,South Atlantic,2020,10,773,279,16,13,14,65,8,0
Census Regions,East South Central,2020,10,163,56,0,0,1,13,0,0
Census Regions,West South Central,2020,10,330,73,1,0,17,10,0,0
Census Regions,Mountain,2020,10,443,226,2,0,17,43,0,0
Census Regions,Pacific,2020,10,659,264,10,13,13,56,0,0
Census Regions,New England,2020,11,149,25,7,0,0,14,2,0
Census Regions,Mid-Atlantic,2020,11,175,42,0,1,14,1,0,0
Census Regions,East North Central,2020,11,482,107,7,17,24,28,0,0
Census Regions,West North Central,2020,11,415,191,3,14,3,24,0,0
Census Regions,South Atlantic,2020,11,833,277,30,3,17,37,1,0
Census Regions,East South Central,2020,11,100,25,0,0,0,5,0,0
Census Regions,West South Central,2020,11,337,56,1,0,10,11,0,0
Census Regions,Mountain,2020,11,386,157,6,2,8,17,0,0
Census Regions,Pacific,2020,11,589,178,9,15,14,37,0,0
Census Regions,New England,2020,12,95,10,5,1,0,6,0,0
Census Regions,Mid-Atlantic,2020,12,198,27,0,1,8,0,0,0
Census Regions,East North Central,2020,12,329,61,0,3,11,5,0,0
Census Regions,West North Central,2020,12,267,70,3,5,1,6,0,0
Census Regions,South Atlantic,2020,12,651,81,13,4,15,12,1,0
Census Regions,East South Central,2020,12,63,8,0,0,0,1,0,0
Census Regions,West South Central,2020,12,264,18,0,0,1,2,0,0
Census Regions,Mountain,2020,12,360,73,5,1,3,20,0,0
Census Regions,Pacific,2020,12,602,83,2,11,8,19,0,0
Census Regions,New England,2020,13,48,1,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,13,218,12,2,0,6,0,0,0
Census Regions,East North Central,2020,13,234,8,0,1,3,3,0,0
Census Regions,West North Central,2020,13,153,12,1,2,1,1,0,0
Census Regions,South Atlantic,2020,13,560,7,2,1,10,7,0,0
Census Regions,East South Central,2020,13,49,2,0,0,0,1,0,0
Census Regions,West South Central,2020,13,171,1,1,0,5,0,0,0
Census Regions,Mountain,2020,13,354,17,0,0,2,4,1,0
Census Regions,Pacific,2020,13,351,39,1,3,7,4,1,0
Census Regions,New England,2020,14,21,0,0,0,1,0,0,0
Census Regions,Mid-Atlantic,2020,14,188,21,0,1,5,0,0,0
Census Regions,East North Central,2020,14,246,3,1,0,0,0,0,0
Census Regions,West North Central,2020,14,67,0,0,0,0,1,0,0
